RRC-TAPE-RECORD-ID,LDGSDATA-CYCLE-KEY,LDGSDATA-OPERATOR-NUMBER,LDGSDATA-FL-FIELD-NO,LDGSDATA-FIELD-RESERVOIR-NO,LDGSDATA-FIELD-TYPE,LDGSDATA-TYPE-FIELD-CODE,LDGSDATA-BALANCING-FIELD-FLAG,LDGSDATA-BALANCING-RULE-CODE,LDGSDATA-WELL-NUMBER,LDGSDATA-WLROOT-KEY,LDGSDATA-P2-FILED-FLAG,LDGSDATA-CORRECTED-P2-FLAG,LDGSDATA-WORD-ALLOWABLE,LDGSDATA-ALLOWABLE,LDGSDATA-WELL-TYPE,LDGSDATA-14B2-CODE,FILLER,LDGSDATA-ALLOWABLE-CODE,LDGSDATA-TOP-SCHED-ALLOWABLE,LDGSDATA-REVISED-ALLOW-CODE,LDGSDATA-COMMINGLED-FLAG,LDGSDATA-PRODUCTION,LDGSDATA-INJECTION-CREDIT-CODE,LDGSDATA-G9-INJECTION-AMOUNT,LDGSDATA-LIFT-GAS-INJECTED,LDGSDATA-MONTHLY-STATUS,LDGSDATA-REINSTATED-UNDERAGE,LDGSDATA-REIN-UNDERAGE-YEAR,LDGSDATA-REIN-UNDERAGE-MONTH,LDGSDATA-REIN-UNDERAGE-DAY,LDGSDATA-OVERAGE-TRANSFER,LDGSDATA-CUMU-STATUS,LDGSDATA-COND-LIMIT,LDGSDATA-COND-PLANT-PRODUCTION,LDGSDATA-COND-LEASE-PRODUCTION,LDGSDATA-COND-EOM-BALANCE,LDGSDATA-CANCEL-UNDERAGE-FLAG,LDGSDATA-CUMULATIVE-OVERAGE,LDGSDATA-LIQUID-CUMU-STATUS,RRC-TAPE-FILLER
02,9600,342800,02568,001,N,EX,,,1,00306005,,0,14B DENY,0,SH,4,,K,0,,N,0,0,0,0,0,0,0000,00,00,0,0,0,0,0,0,,1213,0,
02,9601,342800,02568,001,N,EX,,,1,00306005,,0,14B DENY,0,SH,4,,K,0,,N,0,0,0,0,0,0,0000,00,00,0,0,0,0,0,0,,1213,0,
02,9602,342800,02568,001,N,EX,,,1,00306005,,0,14B DENY,0,SH,4,,K,0,,N,0,0,0,0,0,0,0000,00,00,0,0,0,0,0,0,,1213,0,
02,9603,342800,02568,001,N,EX,,,1,00306005,,0,14B DENY,0,SH,4,,K,0,,N,0,0,0,0,0,0,0000,00,00,0,0,0,0,0,0,,1213,0,
02,9604,342800,02568,001,N,EX,,,1,00306005,,0,14B DENY,0,SH,4,,K,0,,N,0,0,0,0,0,0,0000,00,00,0,0,0,0,0,0,,1213,0,
02,9605,342800,02568,001,N,EX,,,1,00306005,,0,14B DENY,0,SH,4,,K,0,,N,0,0,0,0,0,0,0000,00,00,0,0,0,0,0,0,,1213,0,
02,9606,342800,02568,001,N,EX,,,1,00306005,,0,14B DENY,0,SH,4,,K,0,,N,0,0,0,0,0,0,0000,00,00,0,0,0,0,0,0,,1213,0,
02,9607,342800,02568,001,N,EX,,,1,00306005,,0,14B DENY,0,SH,4,,K,0,,N,0,0,0,0,0,0,0000,00,00,0,0,0,0,0,0,,1213,0,
02,9608,342800,02568,001,N,EX,,,1,00306005,,0,14B DENY,0,SH,4,,K,0,,N,0,0,0,0,0,0,0000,00,00,0,0,0,0,0,0,,1213,0,
02,9609,342800,02568,001,N,EX,,,1,00306005,,0,14B DENY,0,SH,4,,K,0,,N,0,0,0,0,0,0,0000,00,00,0,0,0,0,0,0,,1213,0,
02,9610,342800,02568,001,N,EX,,,1,00306005,,0,14B DENY,0,SH,4,,K,0,,N,0,0,0,0,0,0,0000,00,00,0,0,0,0,0,0,,1213,0,
02,9611,342800,02568,001,N,EX,,,1,00306005,,0,14B DENY,0,SH,4,,K,0,,N,0,0,0,0,0,0,0000,00,00,0,0,0,0,0,0,,1213,0,
02,9612,342800,02568,001,N,EX,,,1,00306005,,0,14B DENY,0,SH,4,,K,0,,N,0,0,0,0,0,0,0000,00,00,0,0,0,0,0,0,,1213,0,
02,9613,342800,02568,001,N,EX,,,1,00306005,,0,14B DENY,0,SH,4,,K,0,,N,0,0,0,0,0,0,0000,00,00,0,0,0,0,0,0,,1213,0,
02,9614,342800,02568,001,N,EX,,,1,00306005,,0,14B DENY,0,SH,4,,K,0,,N,0,0,0,0,0,0,0000,00,00,0,0,0,0,0,0,,1213,0,
02,9615,342800,02568,001,N,EX,,,1,00306005,,0,14B DENY,0,SH,4,,K,0,,N,0,0,0,0,0,0,0000,00,00,0,0,0,0,0,0,,1213,0,
02,9616,342800,02568,001,N,EX,,,1,00306005,,0,14B DENY,0,SH,4,,K,0,,N,0,0,0,0,0,0,0000,00,00,0,0,0,0,0,0,,1213,0,
02,9617,342800,02568,001,N,EX,,,1,00306005,,0,14B DENY,0,SH,4,,K,0,,N,0,0,0,0,0,0,0000,00,00,0,0,0,0,0,0,,1213,0,
02,9618,342800,02568,001,N,EX,,,1,00306005,,0,14B DENY,0,SH,4,,K,0,,N,0,0,0,0,0,0,0000,00,00,0,0,0,0,0,0,,1213,0,
02,9619,342800,02568,001,N,EX,,,1,00306005,,0,14B DENY,0,SH,4,,K,0,,N,0,0,0,0,0,0,0000,00,00,0,0,0,0,0,0,,1213,0,
02,9620,342800,02568,001,N,EX,,,1,00306005,,0,14B DENY,0,SH,4,,K,0,,N,0,0,0,0,0,0,0000,00,00,0,0,0,0,0,0,,1213,0,
02,9621,342800,02568,001,N,EX,,,1,00306005,,0,14B DENY,0,SH,4,,K,0,,N,0,0,0,0,0,0,0000,00,00,0,0,0,0,0,0,,1213,0,
02,9622,342800,02568,001,N,EX,,,1,00306005,,0,14B DENY,0,SH,4,,K,0,,N,0,0,0,0,0,0,0000,00,00,0,0,0,0,0,0,,1213,0,
02,9623,342800,02568,001,N,EX,,,1,00306005,,0,14B DENY,0,SH,4,,K,0,,N,0,0,0,0,0,0,0000,00,00,0,0,0,0,0,0,,1213,0,
02,9624,342800,02568,001,N,EX,,,1,00306005,,0,14B DENY,0,SH,4,,K,0,,N,0,0,0,0,0,0,0000,00,00,0,0,0,0,0,0,,1213,0,
02,9625,342800,02568,001,N,EX,,,1,00306005,,0,14B DENY,0,SH,4,,K,0,,N,0,0,0,0,0,0,0000,00,00,0,0,0,0,0,0,,1213,0,
02,9626,342800,02568,001,N,EX,,,1,00306005,,0,14B DENY,0,SH,4,,K,0,,N,0,0,0,0,0,0,0000,00,00,0,0,0,0,0,0,,1213,0,
02,9627,342800,02568,001,N,EX,,,1,00306005,,0,14B DENY,0,SH,4,,K,0,,N,0,0,0,0,0,0,0000,00,00,0,0,0,0,0,0,,1213,0,
02,9628,342800,02568,001,N,EX,,,1,00306005,,0,14B DENY,0,SH,4,,K,0,,N,0,0,0,0,0,0,0000,00,00,0,0,0,0,0,0,,1213,0,
02,9629,342800,02568,001,N,EX,,,1,00306005,,0,14B DENY,0,SH,4,,K,0,,N,0,0,0,0,0,0,0000,00,00,0,0,0,0,0,0,,1213,0,
02,9630,342800,02568,001,N,EX,,,1,00306005,,0,14B DENY,0,SH,4,,K,0,,N,0,0,0,0,0,0,0000,00,00,0,0,0,0,0,0,,1213,0,
02,9631,342800,02568,001,N,EX,,,1,00306005,,0,14B DENY,0,SH,4,,K,0,,N,0,0,0,0,0,0,0000,00,00,0,0,0,0,0,0,,1213,0,
02,9632,342800,02568,001,N,EX,,,1,00306005,,0,14B DENY,0,SH,4,,K,0,,N,0,0,0,0,0,0,0000,00,00,0,0,0,0,0,0,,1213,0,
02,9633,342800,02568,001,N,EX,,,1,00306005,,0,14B DENY,0,SH,4,,K,0,,N,0,0,0,0,0,0,0000,00,00,0,0,0,0,0,0,,1213,0,
02,9634,342800,02568,001,N,EX,,,1,00306005,,0,14B DENY,0,SH,4,,K,0,,N,0,0,0,0,0,0,0000,00,00,0,0,0,0,0,0,,1213,0,
02,9635,342800,02568,001,N,EX,,,1,00306005,,0,14B DENY,0,SH,4,,K,0,,N,0,0,0,0,0,0,0000,00,00,0,0,0,0,0,0,,1213,0,
02,9636,342800,02568,001,N,EX,,,1,00306005,,0,14B DENY,0,SH,4,,K,0,,N,0,0,0,0,0,0,0000,00,00,0,0,0,0,0,0,,1213,0,
02,9637,342800,02568,001,N,EX,,,1,00306005,,0,14B DENY,0,SH,4,,K,0,,N,0,0,0,0,0,0,0000,00,00,0,0,0,0,0,0,,1213,0,
02,9638,342800,02568,001,N,EX,,,1,00306005,,0,14B DENY,0,SH,4,,K,0,,N,0,0,0,0,0,0,0000,00,00,0,0,0,0,0,0,,1213,0,
02,9639,342800,02568,001,N,EX,,,1,00306005,,0,14B DENY,0,SH,4,,K,0,,N,0,0,0,0,0,0,0000,00,00,0,0,0,0,0,0,,1213,0,
02,9640,342800,02568,001,N,EX,,,1,00306005,,0,14B DENY,0,SH,4,,K,0,,N,0,0,0,0,0,0,0000,00,00,0,0,0,0,0,0,,1213,0,
02,9641,342800,02568,001,N,EX,,,1,00306005,,0,14B DENY,0,SH,4,,K,0,,N,0,0,0,0,0,0,0000,00,00,0,0,0,0,0,0,,1213,0,
02,9642,342800,02568,001,N,EX,,,1,00306005,,0,14B DENY,0,SH,4,,K,0,,N,0,0,0,0,0,0,0000,00,00,0,0,0,0,0,0,,1213,0,
02,9643,342800,02568,001,N,EX,,,1,00306005,,0,14B DENY,0,SH,4,,K,0,,N,0,0,0,0,0,0,0000,00,00,0,0,0,0,0,0,,1213,0,
02,9644,342800,02568,001,N,EX,,,1,00306005,,0,14B DENY,0,SH,4,,K,0,,N,0,0,0,0,0,0,0000,00,00,0,0,0,0,0,0,,1213,0,
02,9645,342800,02568,001,N,EX,,,1,00306005,,0,14B DENY,0,SH,4,,K,0,,N,0,0,0,0,0,0,0000,00,00,0,0,0,0,0,0,,1213,0,
02,9646,342800,02568,001,N,EX,,,1,00306005,,0,14B DENY,0,SH,4,,K,0,,N,0,0,0,0,0,0,0000,00,00,0,0,0,0,0,0,,1213,0,
02,9647,342800,02568,001,N,EX,,,1,00306005,,0,14B DENY,0,SH,4,,K,0,,N,0,0,0,0,0,0,0000,00,00,0,0,0,0,0,0,,1213,0,
02,9648,342800,02568,001,N,EX,,,1,00306005,,0,14B DENY,0,SH,4,,K,0,,N,0,0,0,0,0,0,0000,00,00,0,0,0,0,0,0,,1213,0,
02,9649,342800,02568,001,N,EX,,,1,00306005,,0,14B DENY,0,SH,4,,K,0,,N,0,0,0,0,0,0,0000,00,00,0,0,0,0,0,0,,1213,0,
02,9650,342800,02568,001,N,EX,,,1,00306005,,0,14B DENY,0,SH,4,,K,0,,N,0,0,0,0,0,0,0000,00,00,0,0,0,0,0,0,,1213,0,
02,9651,342800,02568,001,N,EX,,,1,00306005,,0,14B DENY,0,SH,4,,K,0,,N,0,0,0,0,0,0,0000,00,00,0,0,0,0,0,0,,1213,0,
02,9652,342800,02568,001,N,EX,,,1,00306005,,0,14B DENY,0,SH,4,,K,0,,N,0,0,0,0,0,0,0000,00,00,0,0,0,0,0,0,,1213,0,
02,9653,342800,02568,001,N,EX,,,1,00306005,,0,14B DENY,0,SH,4,,K,0,,N,0,0,0,0,0,0,0000,00,00,0,0,0,0,0,0,,1213,0,
02,9654,342800,02568,001,N,EX,,,1,00306005,,0,14B DENY,0,SH,4,,K,0,,N,0,0,0,0,0,0,0000,00,00,0,0,0,0,0,0,,1213,0,
02,9655,342800,02568,001,N,EX,,,1,00306005,,0,14B DENY,0,SH,4,,K,0,,N,0,0,0,0,0,0,0000,00,00,0,0,0,0,0,0,,1213,0,
02,9656,342800,02568,001,N,EX,,,1,00306005,,0,14B DENY,0,SH,4,,K,0,,N,0,0,0,0,0,0,0000,00,00,0,0,0,0,0,0,,1213,0,
02,9657,342800,02568,001,N,EX,,,1,00306005,,0,14B DENY,0,SH,4,,K,0,,N,0,0,0,0,0,0,0000,00,00,0,0,0,0,0,0,,1213,0,
02,9658,342800,02568,001,N,EX,,,1,00306005,,0,14B DENY,0,SH,4,,K,0,,N,0,0,0,0,0,0,0000,00,00,0,0,0,0,0,0,,1213,0,
02,9659,342800,02568,001,N,EX,,,1,00306005,,0,14B DENY,0,SH,4,,K,0,,N,0,0,0,0,0,0,0000,00,00,0,0,0,0,0,0,,1213,0,
02,9660,342800,02568,001,N,EX,,,1,00306005,,0,14B DENY,0,SH,4,,K,0,,N,0,0,0,0,0,0,0000,00,00,0,0,0,0,0,0,,1213,0,
02,9661,342800,02568,001,N,EX,,,1,00306005,,0,14B DENY,0,SH,4,,K,0,,N,0,0,0,0,0,0,0000,00,00,0,0,0,0,0,0,,1213,0,
02,9662,342800,02568,001,N,EX,,,1,00306005,,0,14B DENY,0,SH,4,,K,0,,N,0,0,0,0,0,0,0000,00,00,0,0,0,0,0,0,,1213,0,
02,9663,342800,02568,001,N,EX,,,1,00306005,,0,14B DENY,0,SH,4,,K,0,,N,0,0,0,0,0,0,0000,00,00,0,0,0,0,0,0,,1213,0,
02,9664,342800,02568,001,N,EX,,,1,00306005,,0,14B DENY,0,SH,4,,K,0,,N,0,0,0,0,0,0,0000,00,00,0,0,0,0,0,0,,1213,0,
02,9665,342800,02568,001,N,EX,,,1,00306005,,0,14B DENY,0,SH,4,,K,0,,N,0,0,0,0,0,0,0000,00,00,0,0,0,0,0,0,,1213,0,
02,9666,342800,02568,001,N,EX,,,1,00306005,,0,14B DENY,0,SH,4,,K,0,,N,0,0,0,0,0,0,0000,00,00,0,0,0,0,0,0,,1213,0,
02,9667,342800,02568,001,N,EX,,,1,00306005,,0,14B DENY,0,SH,4,,K,0,,N,0,0,0,0,0,0,0000,00,00,0,0,0,0,0,0,,1213,0,
02,9668,342800,02568,001,N,EX,,,1,00306005,,0,14B DENY,0,SH,4,,K,0,,N,0,0,0,0,0,0,0000,00,00,0,0,0,0,0,0,,1213,0,
02,9669,342800,02568,001,N,EX,,,1,00306005,,0,14B DENY,0,SH,4,,K,0,,N,0,0,0,0,0,0,0000,00,00,0,0,0,0,0,0,,1213,0,
02,9670,342800,02568,001,N,EX,,,1,00306005,,0,14B DENY,0,SH,4,,K,0,,N,0,0,0,0,0,0,0000,00,00,0,0,0,0,0,0,,1213,0,
02,9671,342800,02568,001,N,EX,,,1,00306005,,0,14B DENY,0,SH,4,,K,0,,N,0,0,0,0,0,0,0000,00,00,0,0,0,0,0,0,,1213,0,
02,9672,342800,02568,001,N,EX,,,1,00306005,,0,14B DENY,0,SH,4,,K,0,,N,0,0,0,0,0,0,0000,00,00,0,0,0,0,0,0,,1213,0,
02,9673,342800,02568,001,N,EX,,,1,00306005,,0,14B DENY,0,SH,4,,K,0,,N,0,0,0,0,0,0,0000,00,00,0,0,0,0,0,0,,1213,0,
02,9674,342800,02568,001,N,EX,,,1,00306005,,0,14B DENY,0,SH,4,,K,0,,N,0,0,0,0,0,0,0000,00,00,0,0,0,0,0,0,,1213,0,
02,9675,342800,02568,001,N,EX,,,1,00306005,,0,14B DENY,0,SH,4,,K,0,,N,0,0,0,0,0,0,0000,00,00,0,0,0,0,0,0,,1213,0,
02,9676,342800,02568,001,N,EX,,,1,00306005,,0,14B DENY,0,SH,4,,K,0,,N,0,0,0,0,0,0,0000,00,00,0,0,0,0,0,0,,1213,0,
02,9677,342800,02568,001,N,EX,,,1,00306005,,0,14B DENY,0,SH,4,,K,0,,N,0,0,0,0,0,0,0000,00,00,0,0,0,0,0,0,,1213,0,
02,9678,342800,02568,001,N,EX,,,1,00306005,,0,14B DENY,0,SH,4,,K,0,,N,0,0,0,0,0,0,0000,00,00,0,0,0,0,0,0,,1213,0,
02,9679,342800,02568,001,N,EX,,,1,00306005,,0,14B DENY,0,SH,4,,K,0,,N,0,0,0,0,0,0,0000,00,00,0,0,0,0,0,0,,1213,0,
02,9680,342800,02568,001,N,EX,,,1,00306005,,0,14B DENY,0,SH,4,,K,0,,N,0,0,0,0,0,0,0000,00,00,0,0,0,0,0,0,,1213,0,
02,9681,342800,02568,001,N,EX,,,1,00306005,,0,14B DENY,0,SH,4,,K,0,,N,0,0,0,0,0,0,0000,00,00,0,0,0,0,0,0,,1213,0,
02,9682,342800,02568,001,N,EX,,,1,00306005,,0,14B DENY,0,SH,4,,K,0,,N,0,0,0,0,0,0,0000,00,00,0,0,0,0,0,0,,1213,0,
02,9683,342800,02568,001,N,EX,,,1,00306005,,0,14B DENY,0,SH,4,,K,0,,N,0,0,0,0,0,0,0000,00,00,0,0,0,0,0,0,,1213,0,
02,9684,342800,02568,001,N,EX,,,1,00306005,,0,14B DENY,0,SH,4,,K,0,,N,0,0,0,0,0,0,0000,00,00,0,0,0,0,0,0,,1213,0,
02,9685,342800,02568,001,N,EX,,,1,00306005,,0,14B DENY,0,SH,4,,K,0,,N,0,0,0,0,0,0,0000,00,00,0,0,0,0,0,0,,1213,0,
02,9686,342800,02568,001,N,EX,,,1,00306005,,0,14B DENY,0,SH,4,,K,0,,N,0,0,0,0,0,0,0000,00,00,0,0,0,0,0,0,,1213,0,
02,9687,342800,02568,001,N,EX,,,1,00306005,,0,14B DENY,0,SH,4,,K,0,,N,0,0,0,0,0,0,0000,00,00,0,0,0,0,0,0,,1213,0,
02,9688,342800,02568,001,N,EX,,,1,00306005,,0,14B DENY,0,SH,4,,K,0,,N,0,0,0,0,0,0,0000,00,00,0,0,0,0,0,0,,1213,0,
02,9689,342800,02568,001,N,EX,,,1,00306005,,0,14B DENY,0,SH,4,,K,0,,N,0,0,0,0,0,0,0000,00,00,0,0,0,0,0,0,,1213,0,
02,9690,342800,02568,001,N,EX,,,1,00306005,,0,14B DENY,0,SH,4,,K,0,,N,0,0,0,0,0,0,0000,00,00,0,0,0,0,0,0,,1213,0,
02,9691,342800,02568,001,N,EX,,,1,00306005,,0,14B DENY,0,SH,4,,K,0,,N,0,0,0,0,0,0,0000,00,00,0,0,0,0,0,0,,1213,0,
02,9692,342800,02568,001,N,EX,,,1,00306005,,0,14B DENY,0,SH,4,,K,0,,N,0,0,0,0,0,0,0000,00,00,0,0,0,0,0,0,,1213,0,
02,9693,342800,02568,001,N,EX,,,1,00306005,,0,14B DENY,0,SH,4,,K,0,,N,0,0,0,0,0,0,0000,00,00,0,0,0,0,0,0,,1213,0,
02,9694,342800,02568,001,N,EX,,,1,00306005,,0,14B DENY,0,SH,4,,K,0,,N,0,0,0,0,0,0,0000,00,00,0,0,0,0,0,0,,1213,0,
02,9695,342800,02568,001,N,EX,,,1,00306005,,0,14B DENY,0,SH,4,,K,0,,N,0,0,0,0,0,0,0000,00,00,0,0,0,0,0,0,,1213,0,
02,9696,342800,02568,001,N,EX,,,1,00306005,,0,14B DENY,0,SH,4,,K,0,,N,0,0,0,0,0,0,0000,00,00,0,0,0,0,0,0,,1213,0,
02,9697,342800,02568,001,N,EX,,,1,00306005,,0,14B DENY,0,SH,4,,K,0,,N,0,0,0,0,0,0,0000,00,00,0,0,0,0,0,0,,1213,0,
02,9698,342800,02568,001,N,EX,,,1,00306005,,0,14B DENY,0,SH,4,,K,0,,N,0,0,0,0,0,0,0000,00,00,0,0,0,0,0,0,,1213,0,
02,9699,342800,02568,001,N,EX,,,1,00306005,,0,14B DENY,0,SH,4,,K,0,,N,0,0,0,0,0,0,0000,00,00,0,0,0,0,0,0,,1213,0,
02,9700,342800,02568,001,N,EX,,,1,00306005,,0,14B DENY,0,SH,4,,K,0,,N,0,0,0,0,0,0,0000,00,00,0,0,0,0,0,0,,1213,0,
02,9701,342800,02568,001,N,EX,,,1,00306005,,0,14B DENY,0,SH,4,,K,0,,N,0,0,0,0,0,0,0000,00,00,0,0,0,0,0,0,,1213,0,
02,9702,342800,02568,001,N,EX,,,1,00306005,,0,14B DENY,0,SH,4,,K,0,,N,0,0,0,0,0,0,0000,00,00,0,0,0,0,0,0,,1213,0,
02,9703,342800,02568,001,N,EX,,,1,00306005,,0,14B DENY,0,SH,4,,K,0,,N,0,0,0,0,0,0,0000,00,00,0,0,0,0,0,0,,1213,0,
02,9704,342800,02568,001,N,EX,,,1,00306005,,0,14B DENY,0,SH,4,,K,0,,N,0,0,0,0,0,0,0000,00,00,0,0,0,0,0,0,,1213,0,
02,9705,342800,02568,001,N,EX,,,1,00306005,,0,14B DENY,0,SH,4,,K,0,,N,0,0,0,0,0,0,0000,00,00,0,0,0,0,0,0,,1213,0,
02,9706,342800,02568,001,N,EX,,,1,00306005,,0,14B DENY,0,SH,4,,K,0,,N,0,0,0,0,0,0,0000,00,00,0,0,0,0,0,0,,1213,0,
02,9707,342800,02568,001,N,EX,,,1,00306005,,0,14B DENY,0,SH,4,,K,0,,N,0,0,0,0,0,0,0000,00,00,0,0,0,0,0,0,,1213,0,
02,9708,342800,02568,001,N,EX,,,1,00306005,,0,14B DENY,0,SH,4,,K,0,,N,0,0,0,0,0,0,0000,00,00,0,0,0,0,0,0,,1213,0,
02,9709,342800,02568,001,N,EX,,,1,00306005,,0,14B DENY,0,SH,4,,K,0,,N,0,0,0,0,0,0,0000,00,00,0,0,0,0,0,0,,1213,0,
02,9710,342800,02568,001,N,EX,,,1,00306005,,0,14B DENY,0,SH,4,,K,0,,N,0,0,0,0,0,0,0000,00,00,0,0,0,0,0,0,,1213,0,
02,9711,342800,02568,001,N,EX,,,1,00306005,,0,14B DENY,0,SH,4,,K,0,,N,0,0,0,0,0,0,0000,00,00,0,0,0,0,0,0,,1213,0,
02,9712,342800,02568,001,N,EX,,,1,00306005,,0,14B DENY,0,SH,4,,K,0,,N,0,0,0,0,0,0,0000,00,00,0,0,0,0,0,0,,1213,0,
02,9713,342800,02568,001,N,EX,,,1,00306005,,0,H15 VIOL,0,SH,0,,K,0,,N,0,0,0,0,0,0,0000,00,00,0,0,0,0,0,0,,1213,0,
02,9714,342800,02568,001,N,EX,,,1,00306005,,0,H15 VIOL,0,SH,0,,K,0,,N,0,0,0,0,0,0,0000,00,00,0,0,0,0,0,0,,1213,0,
02,9715,342800,02568,001,N,EX,,,1,00306005,,0,14B DENY,0,SH,4,,K,0,,N,0,0,0,0,0,0,0000,00,00,0,0,0,0,0,0,,1213,0,
02,9716,342800,02568,001,N,EX,,,1,00306005,,0,H15 VIOL,0,SH,0,,K,0,,N,0,0,0,0,0,0,0000,00,00,0,0,0,0,0,0,,1213,0,
02,9717,342800,02568,001,N,EX,,,1,00306005,,0,H15 VIOL,0,SH,0,,K,0,,N,0,0,0,0,0,0,0000,00,00,0,0,0,0,0,0,,1213,0,
02,9718,342800,02568,001,N,EX,,,1,00306005,,0,H15 VIOL,0,SH,0,,K,0,,N,0,0,0,0,0,0,0000,00,00,0,0,0,0,0,0,,1213,0,
02,9719,342800,02568,001,N,EX,,,1,00306005,,0,H15 VIOL,0,SH,0,,K,0,,N,0,0,0,0,0,0,0000,00,00,0,0,0,0,0,0,,1213,0,
02,9720,342800,02568,001,N,EX,,,1,00306005,,0,H15 VIOL,0,SH,0,,K,0,,N,0,0,0,0,0,0,0000,00,00,0,0,0,0,0,0,,1213,0,
02,9721,342800,02568,001,N,EX,,,1,00306005,,0,H15 VIOL,0,SH,0,,K,0,,N,0,0,0,0,0,0,0000,00,00,0,0,0,0,0,0,,1213,0,
02,9722,342800,02568,001,N,EX,,,1,00306005,,0,H15 VIOL,0,SH,0,,K,0,,N,0,0,0,0,0,0,0000,00,00,0,0,0,0,0,0,,1213,0,
02,9723,342800,02568,001,N,EX,,,1,00306005,,0,H15 VIOL,0,SH,0,,K,0,,N,0,0,0,0,0,0,0000,00,00,0,0,0,0,0,0,,1213,0,
02,9724,342800,02568,001,N,EX,,,1,00306005,,0,H15 VIOL,0,SH,0,,K,0,,N,0,0,0,0,0,0,0000,00,00,0,0,0,0,0,0,,1213,0,
02,9725,342800,02568,001,N,EX,,,1,00306005,,0,H15 VIOL,0,SH,0,,K,0,,N,0,0,0,0,0,0,0000,00,00,0,0,0,0,0,0,,1213,0,
02,9726,342800,02568,001,N,EX,,,1,00306005,,0,H15 VIOL,0,SH,0,,K,0,,N,0,0,0,0,0,0,0000,00,00,0,0,0,0,0,0,,1213,0,
02,9727,342800,02568,001,N,EX,,,1,00306005,,0,H15 VIOL,0,SH,0,,K,0,,N,0,0,0,0,0,0,0000,00,00,0,0,0,0,0,0,,1213,0,
02,9728,342800,02568,001,N,EX,,,1,00306005,,0,H15 VIOL,0,SH,0,,K,0,,N,0,0,0,0,0,0,0000,00,00,0,0,0,0,0,0,,1213,0,
